Ticker,Date,Strategy,Close,Signal,Position,MarketReturn,StrategyReturn,Equity,BuyHoldEquity
JPM,2022-10-17,ARIMA,108.6486358642578,HOLD,0.0,0.0,0.0,100000.0,100000.0
JPM,2022-10-18,ARIMA,111.44314575195312,HOLD,0.0,0.02572061642068557,0.0,100000.0,102572.06164206855
JPM,2022-10-19,ARIMA,109.25818634033205,HOLD,0.0,-0.019606045727426746,-0.0,100000.0,100561.02911115772
JPM,2022-10-20,ARIMA,108.9018096923828,HOLD,0.0,-0.0032617844015747632,-0.0,100000.0,100233.02071499664
JPM,2022-10-21,ARIMA,114.62216186523438,HOLD,0.0,0.052527613535624296,0.0,100000.0,105498.02209062222
JPM,2022-10-24,ARIMA,114.7628173828125,HOLD,0.0,0.0012271232307021762,0.0,100000.0,105627.48116432277
JPM,2022-10-25,ARIMA,115.06289672851562,HOLD,0.0,0.0026147784844123834,0.0,100000.0,105903.67362943392
JPM,2022-10-26,ARIMA,116.38512420654295,HOLD,0.0,0.011491345304360356,0.0,100000.0,107120.64931211002
JPM,2022-10-27,ARIMA,116.84463500976562,HOLD,0.0,0.003948191887540586,0.0,100000.0,107543.58219071219
JPM,2022-10-28,ARIMA,118.23252868652344,HOLD,0.0,0.011878112132763352,0.0,100000.0,108820.99691913252
JPM,2022-10-31,ARIMA,118.04496002197266,HOLD,0.0,-0.0015864387460416962,-0.0,100000.0,108648.35907323714
JPM,2022-11-01,ARIMA,120.17367553710938,HOLD,0.0,0.0180330910759805,0.0,100000.0,110607.62482766065
JPM,2022-11-02,ARIMA,119.06712341308594,HOLD,0.0,-0.00920794108258538,-0.0,100000.0,109589.15633496284
JPM,2022-11-03,ARIMA,119.2828140258789,HOLD,0.0,0.0018115043566195865,0.0,100000.0,109787.6775691019
JPM,2022-11-04,ARIMA,122.54620361328124,HOLD,0.0,0.027358422200655985,0.0,100000.0,112791.2952044669
JPM,2022-11-07,ARIMA,123.1932601928711,HOLD,0.0,0.005280103018382887,0.0,100000.0,113386.8448627233
JPM,2022-11-08,ARIMA,123.26827239990234,BUY,1.0,0.0006088986273584673,-0.0008911013726415327,99910.88986273586,113455.88595692073
JPM,2022-11-09,ARIMA,121.66472625732422,HOLD,0.0,-0.01300858778466496,-0.0015,99761.02352794175,111979.9851047632
JPM,2022-11-10,ARIMA,126.67234802246094,BUY,1.0,0.041159191486162205,0.039659191486162204,103717.46506289192,116588.99075430773
JPM,2022-11-11,ARIMA,126.8786392211914,SELL,0.0,0.0016285416821506526,-0.0015,103561.88886529757,116778.86078543101
JPM,2022-11-14,ARIMA,125.5751724243164,BUY,1.0,-0.01027333525072438,-0.01177333525072438,102342.62002848818,115579.15239838461
JPM,2022-11-15,ARIMA,124.66553497314452,BUY,1.0,-0.00724376828325779,-0.00724376828325779,101601.2738035003,114741.92380003538
JPM,2022-11-16,ARIMA,124.83433532714844,BUY,1.0,0.001354025826306282,0.001354025826306282,101738.84455221587,114897.28732822071
JPM,2022-11-17,ARIMA,124.29044342041016,HOLD,0.0,-0.004356909541857412,-0.0015,101586.23628538754,114396.69024072685
JPM,2022-11-18,ARIMA,125.50952911376952,BUY,1.0,0.009808362250634417,0.008308362250634417,102430.25153612508,115518.73441888152
JPM,2022-11-21,ARIMA,124.7686767578125,SELL,0.0,-0.005902757831920957,-0.0015,102276.6061588209,114836.85530455687
JPM,2022-11-22,ARIMA,126.63481903076172,BUY,1.0,0.01495681705891272,0.01345681705891272,103652.92373730661,116554.44914096795
JPM,2022-11-23,ARIMA,127.9852066040039,SELL,0.0,0.01066363566969808,-0.0015,103497.44435170066,117797.3433222896
JPM,2022-11-25,ARIMA,128.22901916503906,BUY,1.0,0.0019050058010965376,0.0004050058010965376,103539.36141706175,118021.7479446723
JPM,2022-11-28,ARIMA,125.98778533935548,BUY,1.0,-0.017478366755648067,-0.017478366755648067,101729.66248456873,115958.92054895266
JPM,2022-11-29,ARIMA,128.06024169921875,BUY,1.0,0.01644966100706502,0.01644966100706502,103403.08094680303,117866.40548272814
JPM,2022-11-30,ARIMA,129.5793914794922,SELL,0.0,0.011862774582618307,-0.0015,103247.97632538286,119264.62808183323
JPM,2022-12-01,ARIMA,127.76014709472656,BUY,1.0,-0.014039612040110172,-0.015539612040110172,101643.54282935993,117590.19897345627
JPM,2022-12-02,ARIMA,126.7473602294922,BUY,1.0,-0.007927251872083652,-0.007927251872083652,100837.78886418066,116658.03184850526
JPM,2022-12-05,ARIMA,123.1932601928711,HOLD,0.0,-0.0280408209700459,-0.0015,100686.53218088439,113386.84486272342
JPM,2022-12-06,ARIMA,123.39956665039062,BUY,1.0,0.0016746570161105812,0.00017465701611058112,100704.11779015762,113576.7289380074
JPM,2022-12-07,ARIMA,123.3151626586914,SELL,0.0,-0.0006839893687661247,-0.0015,100553.0616134724,113499.04366287458
JPM,2022-12-08,ARIMA,124.60928344726562,BUY,1.0,0.010494417399067535,0.008994417399067535,101457.4778203781,114690.15000146779
JPM,2022-12-09,ARIMA,123.934082,SELL,0.0,-0.0054185485108849685,-0.0015,101305.29160364754,114068.69585996415
JPM,2022-12-12,ARIMA,125.85650634765624,BUY,1.0,0.015511668111248378,0.014011668111248378,102724.74772751107,115838.09161202685
JPM,2022-12-13,ARIMA,125.73458862304688,SELL,0.0,-0.0009687041865963364,-0.0015,102570.66060591982,115725.87876771494
JPM,2022-12-14,ARIMA,125.10626983642578,BUY,1.0,-0.004997183300967434,-0.006497183300967433,101904.24022266184,115147.57533884713
JPM,2022-12-15,ARIMA,122.0023193359375,BUY,1.0,-0.024810511132228985,-0.024810511132228985,99375.94393619616,112290.7051390535
JPM,2022-12-16,ARIMA,121.24272918701172,BUY,1.0,-0.006226030398932214,-0.006226030398932214,98757.22628832681,111591.57979534022
JPM,2022-12-19,ARIMA,121.96480560302734,SELL,0.0,0.0059556265423705845,-0.0015,98609.09044889433,112256.17756987443
JPM,2022-12-20,ARIMA,122.55558776855467,HOLD,0.0,0.004843874120951108,0.0,98609.09044889433,112799.93236332205
JPM,2022-12-21,ARIMA,123.934082,BUY,1.0,0.011247910083452162,0.009747910083452162,99570.32299600115,114068.69585996418
JPM,2022-12-22,ARIMA,122.52745056152344,SELL,0.0,-0.011349835459115831,-0.0015,99420.96751150716,112774.03493091764
JPM,2022-12-23,ARIMA,123.1088409423828,BUY,1.0,0.004744980640623231,0.003244980640623231,99743.58662635402,113309.14554342981
JPM,2022-12-27,ARIMA,123.5402374267578,SELL,0.0,0.0035041876852444087,-0.0015,99593.9712464145,113706.20205586865
JPM,2022-12-28,ARIMA,124.21540832519533,BUY,1.0,0.005465190228712391,0.003965190228712391,99988.88028803942,114327.62808028838
JPM,2022-12-29,ARIMA,124.92811584472656,HOLD,0.0,0.005737674006314641,-0.0015,99838.89696760738,114983.60274012826
JPM,2022-12-30,ARIMA,125.75335693359376,HOLD,0.0,0.006605727488061097,0.0,99838.89696760738,115743.15308542502
JPM,2023-01-03,ARIMA,126.70984649658205,HOLD,0.0,0.007606075784468924,0.0,99838.89696760738,116623.50427932615
JPM,2023-01-04,ARIMA,127.89144134521484,HOLD,0.0,0.00932520148435878,0.0,99838.89696760738,117711.04195454284
JPM,2023-01-05,ARIMA,127.86307525634766,HOLD,0.0,-0.00022179817952494574,-0.0,99838.89696760738,117684.93385972736
JPM,2023-01-06,ARIMA,130.30982971191406,BUY,1.0,0.019135739154255482,0.01763573915425548,101599.62971197667,119936.9220564529
JPM,2023-01-09,ARIMA,129.7713623046875,SELL,0.0,-0.0041322086631300214,-0.0015,101447.23026740871,119441.31766810207
JPM,2023-01-10,ARIMA,130.93331909179688,BUY,1.0,0.008953876775842362,0.0074538767758423625,102203.40542107249,120510.7805084465
JPM,2023-01-11,ARIMA,131.90634155273438,SELL,0.0,0.007431435082275062,-0.0015,102050.10031294088,121406.34855050931
JPM,2023-01-12,ARIMA,131.77406311035156,BUY,1.0,-0.001002820947239469,-0.002502820947239469,101794.68718420976,121284.59972105501
JPM,2023-01-13,ARIMA,135.09933471679688,BUY,1.0,0.025234644268808948,0.025234644268808948,104363.43990375799,124345.17345030072
JPM,2023-01-17,ARIMA,133.01161193847656,SELL,0.0,-0.015453242480406915,-0.0015,104206.89474390235,122423.63733370496
JPM,2023-01-18,ARIMA,129.01560974121094,BUY,1.0,-0.03004250635736938,-0.03154250635736938,100919.9481039611,118745.72443081484
JPM,2023-01-19,ARIMA,127.29627990722656,BUY,1.0,-0.013326525661763955,-0.013326525661763955,99575.03582576978,117163.25648696284
